375.47,639.71
356.77,635.03
338.07,621.01
320.93,610.10
319.37,594.51
300.67,575.81
299.11,561.79
302.23,530.62
313.14,504.12
324.05,485.42
344.31,474.51
373.92,463.60
406.64,465.16
436.25,479.19
447.16,494.77
462.75,507.24
462.75,533.73
462.75,538.41
464.31,563.34
459.63,586.72
451.84,600.75
445.60,605.42
434.69,616.33
419.11,624.12
403.53,636.59
389.50,644.38
295.99,553.99
305.34,515.03
367.68,466.72
400.41,466.72
420.67,466.72
458.07,522.82
464.31,547.76
459.63,571.14
386.38,458.93
350.54,463.60
