1110.38,517.25
1015.61,605.25
1193.87,605.25
1096.84,695.52
1132.95,693.26
1160.03,679.72
1173.57,666.18
1180.34,654.90
1182.59,641.36
1184.85,623.31
1132.95,519.50
1155.51,537.56
1166.80,553.35
1175.82,569.15
1184.85,580.43
1187.10,587.20
1189.36,603.00
1013.35,616.54
1017.86,634.59
1024.63,650.38
1026.89,659.41
1042.68,675.21
1058.48,688.75
1069.76,693.26
1083.30,700.03
1121.66,695.52
1151.00,686.49
1017.86,591.71
1029.15,566.89
1024.63,575.92
1035.91,551.10
1047.20,537.56
1062.99,526.27
1074.28,521.76
1085.56,514.99
1094.59,519.50
