361.45,599.19
387.94,599.19
425.34,597.63
445.60,583.60
458.07,533.73
462.75,480.75
451.84,557.11
458.07,516.59
451.84,486.98
433.14,448.02
448.72,458.93
472.10,508.80
317.81,588.28
295.99,571.14
281.97,549.32
275.73,504.12
285.08,465.16
317.81,437.11
352.10,418.41
384.82,423.08
419.11,440.23
308.46,432.44
277.29,472.95
336.51,426.20
394.18,423.08
295.99,455.81
272.62,519.71
397.29,611.66
369.24,610.10
331.84,594.51
461.19,533.73
450.28,569.58
377.03,596.07
451.84,577.37
291.32,575.81
406.64,424.64
