363.46,627.82
365.71,460.83
451.46,542.07
295.76,551.10
431.15,485.65
426.64,609.77
309.30,596.23
320.58,487.91
379.25,460.83
401.82,463.09
417.62,465.35
442.44,494.68
446.95,512.73
451.46,528.53
453.72,557.86
451.46,569.15
444.69,580.43
440.18,593.97
433.41,600.74
415.36,618.79
374.74,627.82
395.05,625.56
404.08,616.54
343.15,618.79
327.35,605.25
300.27,580.43
293.50,566.89
298.02,533.04
300.27,517.25
302.53,505.96
309.30,492.42
327.35,476.63
336.38,469.86
345.41,456.32
426.64,476.63
386.02,458.58
