984.01,546.58
507.88,575.92
483.06,368.31
580.09,467.60
397.31,485.65
428.90,408.93
458.23,384.11
426.64,562.38
559.78,535.30
557.52,406.67
390.54,454.06
406.33,431.50
440.18,397.65
501.11,370.57
521.42,377.34
539.47,388.62
568.81,422.47
575.58,447.29
571.06,517.25
575.58,496.94
580.09,481.14
521.42,578.17
532.70,564.63
541.73,548.84
440.18,575.92
460.49,580.43
474.03,580.43
489.83,580.43
397.31,503.71
404.08,519.50
406.33,535.30
413.10,548.84
392.79,465.35
399.56,438.27
417.62,420.21
449.21,395.39
