908.46,538.41
910.02,557.11
920.93,578.93
948.98,622.56
936.51,597.63
975.47,631.92
1012.88,630.36
1040.93,628.80
1072.10,619.45
1097.03,582.05
1109.50,544.64
1103.27,508.80
1097.03,488.54
1083.01,471.40
908.46,515.03
931.84,486.98
906.90,494.77
930.28,466.72
961.45,449.58
1000.41,440.23
1039.37,444.90
1072.10,455.81
997.29,424.64
947.42,457.37
984.82,443.34
1009.76,443.34
1044.05,444.90
1076.77,460.49
1026.90,443.34
1098.59,566.46
1098.59,525.94
1092.36,597.63
1044.05,613.21
945.86,605.42
934.95,588.28
1079.89,603.86
