352.17,713.57
444.69,596.23
352.17,519.50
273.20,621.05
295.76,551.10
419.87,546.58
300.27,688.75
395.05,688.75
415.36,679.72
428.90,668.44
433.41,650.38
442.44,625.56
437.92,580.43
431.15,560.12
406.33,535.30
386.02,524.02
372.48,514.99
338.64,521.76
320.58,533.04
307.04,539.81
284.48,562.38
273.20,600.74
273.20,589.46
275.45,578.17
277.71,636.84
279.96,654.90
279.96,666.18
316.07,700.03
327.35,706.80
358.94,709.05
374.74,702.29
386.02,693.26
291.25,684.23
446.95,605.25
437.92,645.87
440.18,623.31
