154.18,529.06
1033.14,524.38
1033.14,571.14
1033.14,571.14
1036.25,596.07
1058.07,628.80
1089.24,650.62
1135.99,659.97
1182.75,636.59
1213.92,602.31
1059.63,494.77
1123.53,472.95
1168.72,494.77
1227.94,521.27
1232.62,557.11
1232.62,592.95
1195.21,621.01
1145.34,652.18
1107.94,650.62
1078.33,647.50
1047.16,622.56
1030.02,550.88
1053.40,505.68
1090.80,486.98
1164.05,476.07
1193.66,490.10
1215.47,501.01
1231.06,519.71
1252.88,546.20
1237.29,572.69
1234.18,586.72
1206.12,614.77
1178.07,635.03
1100.15,658.41
1134.44,471.40
1086.12,482.31
