307.04,668.44
311.56,460.83
431.15,571.40
241.60,580.43
401.82,512.73
395.05,634.59
259.66,627.82
250.63,514.99
367.97,485.65
417.62,542.07
422.13,605.25
356.69,659.41
277.71,654.90
243.86,605.25
239.35,548.84
261.91,490.17
277.71,478.89
295.76,469.86
327.35,456.32
343.15,465.35
377.00,494.68
408.59,528.53
428.90,589.46
428.90,557.86
428.90,557.86
413.10,621.05
381.51,645.87
370.23,652.64
343.15,661.67
334.12,666.18
291.25,666.18
266.43,641.36
239.35,569.15
241.60,526.27
383.77,501.45
354.43,472.12
