562.04,465.35
566.55,282.56
661.32,372.83
478.54,377.34
627.48,300.62
634.25,456.32
496.60,314.16
505.62,438.27
602.65,469.86
659.07,420.21
647.79,334.46
586.86,289.33
528.19,296.10
480.80,345.75
489.83,413.44
534.96,456.32
580.09,467.60
620.71,460.83
650.04,438.27
652.30,397.65
647.79,352.52
631.99,316.41
609.42,289.33
550.75,284.82
512.39,302.87
487.57,332.21
478.54,363.80
480.80,393.14
487.57,406.67
494.34,424.73
514.65,447.29
523.67,454.06
546.24,463.09
550.75,467.60
586.86,469.86
568.81,469.86
