318.33,657.15
304.79,469.86
399.56,551.10
230.32,569.15
377.00,494.68
261.91,627.82
379.25,618.79
246.12,510.48
273.20,483.40
284.48,474.37
259.66,496.94
228.06,524.02
230.32,539.81
230.32,555.61
232.58,582.69
239.35,598.48
246.12,618.79
273.20,636.84
279.96,650.38
291.25,659.41
304.79,661.67
336.38,663.92
354.43,652.64
365.71,648.13
372.48,636.84
390.54,605.25
399.56,593.97
399.56,593.97
404.08,578.17
406.33,557.86
397.31,530.79
388.28,499.19
316.07,465.35
343.15,476.63
358.94,483.40
331.87,465.35
