246.12,553.99
244.56,578.93
244.56,597.63
246.12,616.33
258.59,639.71
272.62,658.41
286.64,675.55
308.46,688.02
331.84,691.14
359.89,686.46
391.06,680.23
411.32,661.53
426.90,645.94
426.90,627.24
430.02,600.75
431.58,560.23
414.44,535.29
253.92,532.18
267.94,513.47
281.97,510.36
297.55,502.56
320.93,499.45
333.40,497.89
355.21,496.33
378.59,501.01
386.38,508.80
386.38,510.36
389.50,524.38
405.08,535.29
426.90,569.58
426.90,546.20
434.69,591.40
375.47,688.02
311.58,694.25
249.24,630.36
249.24,569.58
