343.15,648.13
334.12,485.65
426.64,555.61
257.40,571.40
293.50,632.33
395.05,627.82
419.87,591.71
392.79,505.96
266.43,528.53
291.25,492.42
313.81,483.40
361.20,487.91
410.85,533.04
408.59,607.51
374.74,643.61
325.10,645.87
277.71,618.79
261.91,598.48
257.40,548.84
270.94,510.48
282.22,503.71
374.74,494.68
399.56,517.25
426.64,575.92
401.82,616.54
361.20,645.87
390.54,634.59
309.30,639.10
270.94,609.77
257.40,578.17
257.40,533.04
257.40,562.38
417.62,546.58
428.90,569.15
345.41,481.14
322.84,485.65
