1103.58,413.42
1088.62,425.89
1076.15,435.86
1066.18,450.82
1056.20,468.28
1053.71,483.24
1051.21,500.69
1051.21,518.15
1051.21,535.60
1058.69,550.56
1071.16,565.53
1081.14,573.01
1091.11,582.98
1106.07,590.46
1118.54,592.95
1131.01,592.95
1145.97,592.95
1163.42,587.97
1178.38,582.98
1190.85,575.50
1205.81,563.03
1215.79,548.07
1225.76,530.62
1228.25,518.15
1228.25,500.69
1228.25,485.73
1225.76,468.28
1116.05,405.94
1131.01,403.45
1143.47,403.45
1158.44,403.45
1175.89,408.44
1185.86,415.92
1200.82,425.89
1210.80,443.34
1218.28,458.31
