1213.92,440.23
1245.08,440.23
1294.95,465.16
1319.89,505.68
1326.12,549.32
1316.77,592.95
1285.60,633.47
1254.44,658.41
1185.86,658.41
1151.58,617.89
1132.88,564.90
1139.11,511.92
1173.40,468.28
1270.02,446.46
1313.66,483.86
1319.89,536.85
1226.38,661.53
1135.99,599.19
1132.88,533.73
1164.05,477.63
1157.81,493.21
1192.10,449.58
1301.19,608.54
1198.33,661.53
1160.93,639.71
1129.76,580.49
1323.01,568.02
1123.53,549.32
1170.28,652.18
1263.79,642.82
1220.15,437.11
1238.85,664.64
1142.23,505.68
1254.44,446.46
1213.92,655.29
1285.60,452.69
