298.18,348.59
372.98,558.05
240.82,490.72
240.82,490.72
450.28,413.42
235.84,408.44
435.32,500.69
397.92,346.10
293.19,545.58
258.28,371.03
348.05,338.62
427.84,373.53
455.27,458.31
407.89,535.60
330.59,560.54
265.76,523.14
223.37,448.33
245.81,385.99
275.73,361.06
323.11,343.60
372.98,343.60
415.37,361.06
437.81,388.49
455.27,440.85
445.29,483.24
425.34,518.15
390.44,548.07
348.05,563.03
310.64,555.55
278.23,538.10
255.79,508.18
228.36,468.28
225.86,425.89
447.79,400.95
240.82,393.47
457.76,433.37
