344.31,580.49
356.77,605.42
359.89,639.71
356.77,670.88
341.19,698.93
306.90,717.63
263.27,723.86
225.86,714.51
185.34,689.58
169.76,645.94
160.41,611.66
179.11,580.49
197.81,552.44
219.63,530.62
238.33,530.62
266.38,530.62
291.32,536.85
325.60,552.44
322.49,711.40
285.08,726.98
204.05,708.28
166.64,673.99
154.18,627.24
207.16,524.38
303.79,543.08
363.01,621.01
350.54,680.23
160.41,592.95
281.97,515.03
344.31,558.67
412.88,639.71
412.88,639.71
412.88,639.71
210.28,536.85
353.66,599.19
356.77,655.29
