334.95,499.45
363.01,515.03
384.82,558.67
391.06,599.19
391.06,636.59
381.71,664.64
347.42,683.34
316.25,689.58
269.50,689.58
232.10,677.11
210.28,639.71
191.58,589.84
188.46,549.32
213.40,508.80
238.33,493.21
269.50,480.75
300.67,480.75
297.55,692.69
219.63,655.29
188.46,605.42
378.59,536.85
391.06,571.14
369.24,677.11
191.58,624.12
182.23,564.90
191.58,521.27
322.49,477.63
353.66,499.45
253.92,683.34
250.80,483.86
288.20,686.46
394.18,617.89
222.75,493.21
341.19,483.86
281.97,471.40
331.84,683.34
