1000.41,663.08
200.93,538.41
199.37,511.92
202.49,458.93
230.54,438.67
271.06,421.53
310.02,421.53
342.75,421.53
359.89,443.34
367.68,460.49
387.94,490.10
386.38,539.97
361.45,571.14
334.95,586.72
300.67,594.51
269.50,588.28
227.42,568.02
221.19,568.02
193.14,532.18
370.80,463.60
395.73,519.71
381.71,552.44
260.15,585.16
193.14,482.31
214.95,443.34
255.47,418.41
294.44,418.41
317.81,418.41
372.36,443.34
367.68,462.05
386.38,491.66
386.38,479.19
325.60,583.60
257.03,589.84
233.66,575.81
211.84,543.08
