1103.61,426.98
1114.89,636.84
1020.12,537.56
1205.16,519.50
1180.34,603.00
1169.05,445.04
1040.43,465.35
1035.91,609.77
1072.02,630.08
1155.51,625.56
1198.39,569.15
1198.39,478.89
1141.97,431.50
1060.74,440.52
1022.38,501.45
1020.12,564.63
1053.97,621.05
1092.33,639.10
1135.20,634.59
1169.05,612.02
1191.62,584.94
1202.90,542.07
1202.90,496.94
1189.36,458.58
1153.26,431.50
1121.66,424.73
1081.05,433.75
1049.45,449.55
1033.66,481.14
1017.86,514.99
1017.86,548.84
1020.12,580.43
1024.63,593.97
1078.79,632.33
1103.61,634.59
1044.94,616.54
