486.12,572.69
500.15,558.67
511.06,543.08
521.97,530.62
521.97,515.03
518.85,491.66
503.27,448.02
517.29,476.07
509.50,463.60
497.03,432.44
478.33,418.41
459.63,413.73
444.05,404.38
426.90,404.38
408.20,404.38
387.94,410.62
372.36,423.08
353.66,441.79
348.98,460.49
344.31,486.98
342.75,501.01
348.98,516.59
350.54,525.94
361.45,543.08
370.80,561.79
391.06,574.25
408.20,586.72
422.23,586.72
425.34,582.05
439.37,583.60
451.84,583.60
465.86,583.60
380.15,571.14
473.66,580.49
403.53,591.40
400.41,578.93
