1110.38,704.54
1146.49,487.91
1216.44,600.74
1031.40,593.97
1069.76,512.73
1205.16,526.27
1196.13,681.98
1053.97,666.18
1099.10,494.68
1180.34,494.68
1216.44,564.63
1214.18,634.59
1164.54,693.26
1078.79,691.00
1033.66,634.59
1044.94,557.86
1056.22,535.30
1119.41,487.91
1160.03,490.17
1191.62,505.96
1211.93,546.58
1216.44,580.43
1216.44,616.54
1211.93,648.13
1211.93,663.92
1205.16,675.21
1184.85,688.75
1173.57,688.75
1151.00,702.29
1128.43,709.05
1090.07,697.77
1060.74,677.46
1040.43,657.15
1031.40,618.79
1033.66,580.43
1051.71,546.58
