1198.33,449.58
1185.86,377.89
1201.45,362.31
1245.08,337.37
1273.14,337.37
1298.07,343.60
1323.01,362.31
1341.71,384.12
1357.29,405.94
1357.29,440.23
1357.29,462.05
1351.06,477.63
1326.12,493.21
1298.07,511.92
1266.90,511.92
1229.50,511.92
1217.03,499.45
1207.68,493.21
1207.68,480.75
1201.45,468.28
1188.98,437.11
1173.40,418.41
1176.51,396.59
1241.97,515.03
1285.60,505.68
1316.77,499.45
1341.71,490.10
1366.64,427.76
1341.71,371.66
1226.38,349.84
1207.68,349.84
1260.67,343.60
1316.77,349.84
1351.06,390.36
1360.41,415.29
1254.44,511.92
