280.72,400.95
265.76,405.94
245.81,415.92
235.84,430.88
223.37,445.84
220.88,460.80
218.38,485.73
220.88,505.68
230.85,520.64
243.32,528.12
260.77,540.59
275.73,548.07
285.71,550.56
298.18,555.55
315.63,558.05
335.58,555.55
348.05,550.56
363.01,538.10
380.46,518.15
295.68,395.97
313.14,393.47
328.10,393.47
343.06,400.95
358.02,408.44
372.98,418.41
385.45,440.85
392.93,463.29
392.93,478.25
390.44,495.71
385.45,508.18
370.49,528.12
390.44,455.81
380.46,425.89
218.38,465.79
210.90,475.76
255.79,410.93
