1030.02,527.50
1054.95,502.56
1089.24,490.10
1114.18,480.75
1151.58,480.75
1170.28,480.75
1198.33,499.45
1220.15,524.38
1229.50,555.55
1238.85,580.49
1238.85,614.77
1220.15,642.82
1204.56,664.64
1170.28,670.88
1135.99,670.88
1104.82,670.88
1086.12,664.64
1073.66,655.29
1067.42,642.82
1054.95,624.12
1048.72,611.66
1039.37,586.72
1033.14,552.44
1036.25,518.15
1073.66,499.45
1135.99,471.40
1182.75,480.75
1204.56,502.56
1223.27,539.97
1235.73,599.19
1223.27,627.24
1188.98,655.29
1145.34,664.64
1123.53,667.76
1036.25,568.02
1045.60,602.31
